series_id,series_name,trust,reject_reason,leverage,reset,underlying_token
S000103342,GraniteShares 4x Short XLE Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,XLE
S000103343,GraniteShares 4x Short XLF Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,XLF
S000103344,GraniteShares 4x Short XLI Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,XLI
S000103345,GraniteShares 4x Short XLK Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,XLK
S000103346,GraniteShares 4x Short XLP Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,XLP
S000103347,GraniteShares 4x Short XLRE Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,XLRE
S000103348,GraniteShares 4x Short XLU Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,XLU
S000103349,GraniteShares 4x Short XLV Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,XLV
S000103350,GraniteShares 4x Long QQQ Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,QQQ
S000103351,GraniteShares 4x Short XLY Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,XLY
S000103352,GraniteShares 4x Long SPY Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,SPY
S000103353,GraniteShares 4x Long XLB Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,XLB
S000103354,GraniteShares 4x Long XLC Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,XLC
S000103355,GraniteShares 4x Long XLE Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,XLE
S000103356,GraniteShares 4x Long XLF Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,XLF
S000103357,GraniteShares 4x Long XLI Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,XLI
S000103484,GraniteShares 4x Long AI Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,AI
S000103485,GraniteShares 4x Long Mag 7 Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,Mag 7
S000103486,GraniteShares 4x Long Quantum Computing Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,Quantum Computing
S000103487,GraniteShares 4x Long Robotics Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,Robotics
S000103488,GraniteShares 4x Long Semiconductor Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,Semiconductor
S000103491,GraniteShares 4x Short AI Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,AI
S000103493,GraniteShares 4x Short China Internet Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,China Internet
S000103494,GraniteShares 4x Short Cybersecurity Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,Cybersecurity
S000103497,GraniteShares 4x Short IVES Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,IVES
S000103500,GraniteShares 4x Short Lithium and Battery Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,Lithium Battery
S000103501,GraniteShares 4x Short Mag 7 Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,Mag 7
S000103502,GraniteShares 4x Short Quantum Computing Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,Quantum Computing
S000103503,GraniteShares 4x Short Robotics Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,Robotics
S000103504,GraniteShares 4x Short Semiconductor Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-4.0,daily,Semiconductor
S000103506,GraniteShares 4x Long China Internet Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,China Internet
S000103508,GraniteShares 4x Long Cybersecurity Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,Cybersecurity
S000103510,GraniteShares 4x Long IVES Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,IVES
S000103513,GraniteShares 4x Long Lithium and Battery Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,4.0,daily,Lithium Battery
S000103697,T-REX 3X LONG IREN DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,3.0,daily,IREN
S000103698,T-REX 3X LONG LITE DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,3.0,daily,LITE
S000103699,T-REX 3X LONG SNDK DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,3.0,daily,SNDK
S000103710,T-REX 4X LONG AMD DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,AMD
S000103711,T-REX 4X LONG TSLA DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,TSLA
S000103712,T-REX 4X LONG AMZN DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,AMZN
S000103713,T-REX 4X LONG AVGO DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,AVGO
S000103714,T-REX 4X LONG COIN DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,COIN
S000103715,T-REX 4X LONG META DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,META
S000103716,T-REX 4X LONG MSFT DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,MSFT
S000103717,T-REX 4X LONG NVDA DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,NVDA
S000103718,T-REX 4X LONG GOOG DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,GOOG
S000103719,T-REX 4X LONG PLTR DAILY TARGET ETF,ETF Opportunities Trust,never_launched_or_no_filings,4.0,daily,PLTR
S000103754,GraniteShares 3x Short AI Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-3.0,daily,AI
S000103756,GraniteShares 3x Short China Internet Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-3.0,daily,China Internet
S000103757,GraniteShares 3x Short Cybersecurity Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-3.0,daily,Cybersecurity
S000103759,GraniteShares 3x Short IVES Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-3.0,daily,IVES
S000103762,GraniteShares 3x Short Lithium and Battery Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-3.0,daily,Lithium Battery
S000103763,GraniteShares 3x Long China Internet Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,3.0,daily,China Internet
S000103764,GraniteShares 3x Short Mag 7 Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-3.0,daily,Mag 7
S000103765,GraniteShares 3x Short Quantum Computing Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-3.0,daily,Quantum Computing
S000103766,GraniteShares 3x Short Robotics Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-3.0,daily,Robotics
S000103767,GraniteShares 3x Short Semiconductor Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,-3.0,daily,Semiconductor
S000103770,GraniteShares 3x Long IVES Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,3.0,daily,IVES
S000103773,GraniteShares 3x Long Lithium and Battery Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,3.0,daily,Lithium Battery
S000103774,GraniteShares 3x Long Mag 7 Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,3.0,daily,Mag 7
S000103775,GraniteShares 3x Long Robotics Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,3.0,daily,Robotics
S000103776,GraniteShares 3x Long Semiconductor Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,3.0,daily,Semiconductor
S000103836,Leverage Shares 4X Long Homebuilders Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Homebuilders
S000103837,Leverage Shares 4X Long India Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,India
S000103839,Leverage Shares 4X Long Magnificent 7 Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Magnificent 7
S000103840,Leverage Shares 4X Long Quantum Computing Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Quantum Computing
S000103841,Leverage Shares 4X Long Regional Banks Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Regional Banks
S000103842,Leverage Shares 4X Long Semiconductors Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Semiconductors
S000103843,Leverage Shares 4X Long US Growth 100 Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,US Growth 100
S000103844,Leverage Shares 4X Long US Large Cap 500 Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,US Large Cap 500
S000103845,Leverage Shares 4X Long US Small Cap 2000 Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,US Small Cap 2000
S000103846,Leverage Shares 4X Long Aerospace & Defense Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Aerospace Defense
S000103848,Leverage Shares 4X Long World Stock Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,World Stock
S000103849,Leverage Shares 4X Long Artificial Intelligence Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Artificial Intelligence
S000103850,Leverage Shares 4X Long China Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,China
S000103851,Leverage Shares 4X Long China Technology Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,China Technology
S000103852,Leverage Shares 4X Long Developed Markets Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Developed Markets
S000103853,Leverage Shares 4X Long Emerging Markets Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Emerging Markets
S000103854,Leverage Shares 4X Long Financials Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,Financials
S000103891,Defiance Daily Target 2X Long HXSCL ETF,Tidal Trust II,never_launched_or_no_filings,2.0,daily,HXSCL
S000103893,Defiance Daily Target 2X Long OPTT ETF,Tidal Trust II,never_launched_or_no_filings,2.0,daily,OPTT
S000103894,Defiance Daily Target 2X Long SIDU ETF,Tidal Trust II,never_launched_or_no_filings,2.0,daily,SIDU
S000104013,Defiance Daily Target 2X Long BEAT ETF,Tidal Trust II,never_launched_or_no_filings,2.0,daily,BEAT
S000104014,Defiance Daily Target 2X Long KOPN ETF,Tidal Trust II,never_launched_or_no_filings,2.0,daily,KOPN
S000104015,Defiance Daily Target 2X Long LTRX ETF,Tidal Trust II,never_launched_or_no_filings,2.0,daily,LTRX
S000104017,Defiance Daily Target 2X Long REKR ETF,Tidal Trust II,never_launched_or_no_filings,2.0,daily,REKR
S000104019,Defiance Daily Target 2X Long YALL ETF,Tidal Trust II,never_launched_or_no_filings,2.0,daily,YALL
S000104020,Defiance Daily Target 2X Long YSS ETF,Tidal Trust II,never_launched_or_no_filings,2.0,daily,YSS
S000104052,Corgi TEL 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,TEL
S000104054,Corgi ASM 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,ASM
S000104185,Direxion Daily Russell 2000 Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Russell 2000
S000104186,Direxion Daily S&P 500 Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,S&P 500
S000104187,Direxion Daily Semiconductors Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Semiconductors
S000104188,Direxion Daily Emerging Markets Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Emerging Markets
S000104190,Direxion Daily Consumer Discretionary Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Consumer Discretionary
S000104191,Direxion Daily Consumer Staples Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Consumer Staples
S000104192,Direxion Daily Energy Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Energy
S000104193,Direxion Daily Health Care Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Health Care
S000104194,Direxion Daily Industrials Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Industrials
S000104196,Direxion Daily Materials Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Materials
S000104197,Direxion Daily Real Estate Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Real Estate
S000104198,Direxion Daily Technology Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Technology
S000104199,Direxion Daily Utilities Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Utilities
S000104200,Direxion Daily MAG 7 Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,MAG 7
S000104204,Direxion Daily Dow 30 Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Dow 30
S000104205,Direxion Daily Financials Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,Financials
S000104206,Direxion Daily QQQ Bull 4X ETF,Direxion Shares ETF Trust,never_launched_or_no_filings,4.0,daily,QQQ
S000104245,Leverage Shares 2X Long AAOI Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,AAOI
S000104246,Leverage Shares 2X Long COHR Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,COHR
S000104247,Leverage Shares 2X Long CPNG Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,CPNG
S000104248,Leverage Shares 2X Long ENTG Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,ENTG
S000104249,Leverage Shares 2X Long ETN Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,ETN
S000104250,Leverage Shares 2X Long FORM Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,FORM
S000104251,Leverage Shares 2X Long FPS Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,FPS
S000104252,Leverage Shares 2X Long HL Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,HL
S000104253,Leverage Shares 2X Long HON Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,HON
S000104254,Leverage Shares 2X Long KTOS Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,KTOS
S000104255,Leverage Shares 2X Long LEU Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,LEU
S000104256,Leverage Shares 2X Long AG Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,AG
S000104257,Leverage Shares 2X Long NTAP Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,NTAP
S000104259,Leverage Shares 2X Long ON Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,ON
S000104260,Leverage Shares 2X Long P Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,P
S000104261,Leverage Shares 2X Long SAP Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,SAP
S000104262,Leverage Shares 2X Long SNDK Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,SNDK
S000104263,Leverage Shares 2X Long STX Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,STX
S000104264,Leverage Shares 2X Long TMC Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,TMC
S000104265,Leverage Shares 2X Long TXN Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,TXN
S000104266,Leverage Shares 2X Long VSAT Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,VSAT
S000104267,Leverage Shares 2X Long AI Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,AI
S000104268,Leverage Shares 2X Long WDC Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,WDC
S000104269,Leverage Shares 2X Long AMAT Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,AMAT
S000104270,Leverage Shares 2X Long AMKR Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,AMKR
S000104271,Leverage Shares 2X Long APD Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,APD
S000104272,Leverage Shares 2X Long CAT Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,CAT
S000104273,Leverage Shares 2X Long CDNS Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,CDNS
S000104274,Leverage Shares 2X Long CIEN Daily ETF,Themes ETF Trust,never_launched_or_no_filings,2.0,daily,CIEN
S000104498,Leverage Shares 5X Long Homebuilders Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Homebuilders
S000104499,Leverage Shares 5X Long India Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,India
S000104501,Leverage Shares 5X Long Magnificent 7 Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Magnificent 7
S000104502,Leverage Shares 5X Long Quantum Computing Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Quantum Computing
S000104503,Leverage Shares 5X Long Regional Banks Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Regional Banks
S000104504,Leverage Shares 5X Long Semiconductors Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Semiconductors
S000104505,Leverage Shares 5X Long US Growth 100 Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,US Growth 100
S000104506,Leverage Shares 5X Long US Large Cap 500 Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,US Large Cap 500
S000104507,Leverage Shares 5X Long US Small Cap 2000 Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,US Small Cap 2000
S000104508,Leverage Shares 5X Long Aerospace & Defense Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Aerospace Defense
S000104510,Leverage Shares 5X Long World Stock Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,World Stock
S000104511,Leverage Shares 5X Long Artificial Intelligence Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Artificial Intelligence
S000104512,Leverage Shares 5X Long China Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,China
S000104513,Leverage Shares 5X Long China Technology Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,China Technology
S000104514,Leverage Shares 5X Long Developed Markets Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Developed Markets
S000104515,Leverage Shares 5X Long Emerging Markets Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Emerging Markets
S000104516,Leverage Shares 5X Long Financials Daily ETF,Themes ETF Trust,never_launched_or_no_filings,5.0,daily,Financials
S000104579,Leverage Shares 3X Long ASTS Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,ASTS
S000104580,Leverage Shares 3X Long WDC Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,WDC
S000104581,Leverage Shares 3X Long IREN Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,IREN
S000104582,Leverage Shares 3X Long LITE Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,LITE
S000104583,Leverage Shares 3X Long MU Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,MU
S000104584,Leverage Shares 3X Long OKLO Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,OKLO
S000104585,Leverage Shares 3X Long QBTS Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,QBTS
S000104586,Leverage Shares 3X Long SMCI Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,SMCI
S000104587,Leverage Shares 3X Long SNDK Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,SNDK
S000104588,Leverage Shares 3X Long TSM Daily ETF,Themes ETF Trust,never_launched_or_no_filings,3.0,daily,TSM
S000104692,Leverage Shares 4x Long ASTS Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,ASTS
S000104693,Leverage Shares 4x Long WDC Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,WDC
S000104694,Leverage Shares 4x Long IREN Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,IREN
S000104695,Leverage Shares 4x Long LITE Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,LITE
S000104696,Leverage Shares 4x Long MU Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,MU
S000104697,Leverage Shares 4x Long OKLO Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,OKLO
S000104698,Leverage Shares 4x Long QBTS Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,QBTS
S000104699,Leverage Shares 4x Long SMCI Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,SMCI
S000104700,Leverage Shares 4x Long SNDK Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,SNDK
S000104701,Leverage Shares 4x Long TSM Daily ETF,Themes ETF Trust,never_launched_or_no_filings,4.0,daily,TSM
S000104818,Corgi NVDA 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,NVDA
S000104819,Corgi PLTR 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,PLTR
S000104820,Corgi COIN 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,COIN
S000104821,Corgi AMZN 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,AMZN
S000104822,Corgi TSM 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,TSM
S000104823,Corgi APP 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,APP
S000104824,Corgi ASTS 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,ASTS
S000104825,Corgi AVGO 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,AVGO
S000104826,Corgi ORCL 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,ORCL
S000104827,Corgi ASML 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,ASML
S000104828,Corgi SMCI 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,SMCI
S000104829,Corgi TSLA 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,TSLA
S000104830,Corgi IONQ 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,IONQ
S000104831,Corgi RKLB 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,RKLB
S000104832,Corgi AAPL 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,AAPL
S000104833,Corgi UNH 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,UNH
S000104834,Corgi OKLO 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,OKLO
S000104835,Corgi NFLX 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,NFLX
S000104836,Corgi BRKB 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,BRKB
S000104837,Corgi CRWV 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,CRWV
S000104838,Corgi INTC 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,INTC
S000104839,Corgi BABA 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,BABA
S000104840,Corgi MU 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,MU
S000104841,Corgi HOOD 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,HOOD
S000104842,Corgi GEV 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,GEV
S000104843,Corgi BMNR 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,BMNR
S000104844,Corgi JOBY 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,JOBY
S000104845,Corgi ALAB 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,ALAB
S000104846,Corgi LITE 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,LITE
S000104847,Corgi TEM 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,TEM
S000104848,Corgi UPST 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,UPST
S000104849,Corgi WDC 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,WDC
S000104850,Corgi UUUU 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,UUUU
S000104851,Corgi SNDK 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,SNDK
S000104852,Corgi SMR 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,SMR
S000104853,Corgi QBTS 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,QBTS
S000104854,Corgi SOFI 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,SOFI
S000104855,Corgi HIMS 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,HIMS
S000104856,Corgi RGTI 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,RGTI
S000104857,Corgi NVO 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,NVO
S000104858,Corgi RDDT 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,RDDT
S000104859,Corgi MRVL 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,MRVL
S000104860,Corgi CRWD 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,CRWD
S000104861,Corgi MARA 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,MARA
S000104862,Corgi GOOGL 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,GOOGL
S000104863,Corgi IREN 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,IREN
S000104864,Corgi NBIS 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,NBIS
S000104865,Corgi VRT 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,VRT
S000104866,Corgi NOW 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,NOW
S000104867,Corgi RIVN 2x Daily ETF,Corgi ETF Trust I,never_launched_or_no_filings,2.0,daily,RIVN
